copy_id,book_id,copy_number,location,rack,shelf,status
CP03255,BK109,copy15,L1,L1R19,L1R19S1,Available
CP03256,BK109,copy16,L1,L1R19,L1R19S1,Available
CP03257,BK109,copy17,L1,L1R19,L1R19S1,Available
CP03258,BK109,copy18,L1,L1R19,L1R19S1,Available
CP03259,BK109,copy19,L1,L1R19,L1R19S1,Available
CP03260,BK109,copy20,L1,L1R19,L1R19S1,Available
CP03261,BK109,copy21,L1,L1R19,L1R19S1,Available
CP03262,BK109,copy22,L1,L1R19,L1R19S1,Available
CP03263,BK109,copy23,L1,L1R19,L1R19S1,Available
CP03264,BK109,copy24,L1,L1R19,L1R19S1,Available
CP03265,BK109,copy25,L1,L1R19,L1R19S1,Available
CP03266,BK109,copy26,L1,L1R19,L1R19S1,Available
CP03267,BK109,copy27,L1,L1R19,L1R19S1,Available
CP03268,BK109,copy28,L1,L1R19,L1R19S1,Available
CP03269,BK109,copy29,L1,L1R19,L1R19S1,Available
CP03270,BK109,copy30,L1,L1R19,L1R19S1,Available
CP03271,BK110,copy1,L1,L1R19,L1R19S2,Available
CP03272,BK110,copy2,L1,L1R19,L1R19S2,Available
CP03273,BK110,copy3,L1,L1R19,L1R19S2,Available
CP03274,BK110,copy4,L1,L1R19,L1R19S2,Available
CP03275,BK110,copy5,L1,L1R19,L1R19S2,Available
CP03276,BK110,copy6,L1,L1R19,L1R19S2,Available
CP03277,BK110,copy7,L1,L1R19,L1R19S2,Available
CP03278,BK110,copy8,L1,L1R19,L1R19S2,Available
CP03279,BK110,copy9,L1,L1R19,L1R19S2,Available
CP03280,BK110,copy10,L1,L1R19,L1R19S2,Available
CP03281,BK110,copy11,L1,L1R19,L1R19S2,Available
CP03282,BK110,copy12,L1,L1R19,L1R19S2,Available
CP03283,BK110,copy13,L1,L1R19,L1R19S2,Available
CP03284,BK110,copy14,L1,L1R19,L1R19S2,Available
CP03285,BK110,copy15,L1,L1R19,L1R19S2,Available
CP03286,BK110,copy16,L1,L1R19,L1R19S2,Available
CP03287,BK110,copy17,L1,L1R19,L1R19S2,Available
CP03288,BK110,copy18,L1,L1R19,L1R19S2,Available
CP03289,BK110,copy19,L1,L1R19,L1R19S2,Available
CP03290,BK110,copy20,L1,L1R19,L1R19S2,Available
CP03291,BK110,copy21,L1,L1R19,L1R19S2,Available
CP03292,BK110,copy22,L1,L1R19,L1R19S2,Available
CP03293,BK110,copy23,L1,L1R19,L1R19S2,Available
CP03294,BK110,copy24,L1,L1R19,L1R19S2,Available
CP03295,BK110,copy25,L1,L1R19,L1R19S2,Available
CP03296,BK110,copy26,L1,L1R19,L1R19S2,Available
CP03297,BK110,copy27,L1,L1R19,L1R19S2,Available
CP03298,BK110,copy28,L1,L1R19,L1R19S2,Available
CP03299,BK110,copy29,L1,L1R19,L1R19S2,Available
CP03300,BK110,copy30,L1,L1R19,L1R19S2,Available
CP03301,BK111,copy1,L1,L1R19,L1R19S3,Available
CP03302,BK111,copy2,L1,L1R19,L1R19S3,Available
CP03303,BK111,copy3,L1,L1R19,L1R19S3,Available
CP03304,BK111,copy4,L1,L1R19,L1R19S3,Available
CP03305,BK111,copy5,L1,L1R19,L1R19S3,Available
CP03306,BK111,copy6,L1,L1R19,L1R19S3,Available
CP03307,BK111,copy7,L1,L1R19,L1R19S3,Available
CP03308,BK111,copy8,L1,L1R19,L1R19S3,Available
CP03309,BK111,copy9,L1,L1R19,L1R19S3,Available
CP03310,BK111,copy10,L1,L1R19,L1R19S3,Available
CP03311,BK111,copy11,L1,L1R19,L1R19S3,Available
CP03312,BK111,copy12,L1,L1R19,L1R19S3,Available
CP03313,BK111,copy13,L1,L1R19,L1R19S3,Available
CP03314,BK111,copy14,L1,L1R19,L1R19S3,Available
CP03315,BK111,copy15,L1,L1R19,L1R19S3,Available
CP03316,BK111,copy16,L1,L1R19,L1R19S3,Available
CP03317,BK111,copy17,L1,L1R19,L1R19S3,Available
CP03318,BK111,copy18,L1,L1R19,L1R19S3,Available
CP03319,BK111,copy19,L1,L1R19,L1R19S3,Available
CP03320,BK111,copy20,L1,L1R19,L1R19S3,Available
CP03321,BK111,copy21,L1,L1R19,L1R19S3,Available
CP03322,BK111,copy22,L1,L1R19,L1R19S3,Available
CP03323,BK111,copy23,L1,L1R19,L1R19S3,Available
CP03324,BK111,copy24,L1,L1R19,L1R19S3,Available
CP03325,BK111,copy25,L1,L1R19,L1R19S3,Available
CP03326,BK111,copy26,L1,L1R19,L1R19S3,Available
CP03327,BK111,copy27,L1,L1R19,L1R19S3,Available
CP03328,BK111,copy28,L1,L1R19,L1R19S3,Available
CP03329,BK111,copy29,L1,L1R19,L1R19S3,Available
CP03330,BK111,copy30,L1,L1R19,L1R19S3,Available
CP03331,BK112,copy1,L1,L1R19,L1R19S4,Available
CP03332,BK112,copy2,L1,L1R19,L1R19S4,Available
CP03333,BK112,copy3,L1,L1R19,L1R19S4,Available
CP03334,BK112,copy4,L1,L1R19,L1R19S4,Available
CP03335,BK112,copy5,L1,L1R19,L1R19S4,Available
CP03336,BK112,copy6,L1,L1R19,L1R19S4,Available
CP03337,BK112,copy7,L1,L1R19,L1R19S4,Available
CP03338,BK112,copy8,L1,L1R19,L1R19S4,Available
CP03339,BK112,copy9,L1,L1R19,L1R19S4,Available
CP03340,BK112,copy10,L1,L1R19,L1R19S4,Available
CP03341,BK112,copy11,L1,L1R19,L1R19S4,Available
CP03342,BK112,copy12,L1,L1R19,L1R19S4,Available
CP03343,BK112,copy13,L1,L1R19,L1R19S4,Available
CP03344,BK112,copy14,L1,L1R19,L1R19S4,Available
CP03345,BK112,copy15,L1,L1R19,L1R19S4,Available
CP03346,BK112,copy16,L1,L1R19,L1R19S4,Available
CP03347,BK112,copy17,L1,L1R19,L1R19S4,Available
CP03348,BK112,copy18,L1,L1R19,L1R19S4,Available
CP03349,BK112,copy19,L1,L1R19,L1R19S4,Available
CP03350,BK112,copy20,L1,L1R19,L1R19S4,Available
CP03351,BK112,copy21,L1,L1R19,L1R19S4,Available
CP03352,BK112,copy22,L1,L1R19,L1R19S4,Available
CP03353,BK112,copy23,L1,L1R19,L1R19S4,Available
CP03354,BK112,copy24,L1,L1R19,L1R19S4,Available
CP03355,BK112,copy25,L1,L1R19,L1R19S4,Available
CP03356,BK112,copy26,L1,L1R19,L1R19S4,Available
CP03357,BK112,copy27,L1,L1R19,L1R19S4,Available
CP03358,BK112,copy28,L1,L1R19,L1R19S4,Available
CP03359,BK112,copy29,L1,L1R19,L1R19S4,Available
CP03360,BK112,copy30,L1,L1R19,L1R19S4,Available
CP03361,BK113,copy1,L1,L1R19,L1R19S5,Available
CP03362,BK113,copy2,L1,L1R19,L1R19S5,Available
CP03363,BK113,copy3,L1,L1R19,L1R19S5,Available
CP03364,BK113,copy4,L1,L1R19,L1R19S5,Available
CP03365,BK113,copy5,L1,L1R19,L1R19S5,Available
CP03366,BK113,copy6,L1,L1R19,L1R19S5,Available
CP03367,BK113,copy7,L1,L1R19,L1R19S5,Available
CP03368,BK113,copy8,L1,L1R19,L1R19S5,Available
CP03369,BK113,copy9,L1,L1R19,L1R19S5,Available
CP03370,BK113,copy10,L1,L1R19,L1R19S5,Available
CP03371,BK113,copy11,L1,L1R19,L1R19S5,Available
CP03372,BK113,copy12,L1,L1R19,L1R19S5,Available
CP03373,BK113,copy13,L1,L1R19,L1R19S5,Available
CP03374,BK113,copy14,L1,L1R19,L1R19S5,Available
CP03375,BK113,copy15,L1,L1R19,L1R19S5,Available
CP03376,BK113,copy16,L1,L1R19,L1R19S5,Available
CP03377,BK113,copy17,L1,L1R19,L1R19S5,Available
CP03378,BK113,copy18,L1,L1R19,L1R19S5,Available
CP03379,BK113,copy19,L1,L1R19,L1R19S5,Available
CP03380,BK113,copy20,L1,L1R19,L1R19S5,Available
CP03381,BK113,copy21,L1,L1R19,L1R19S5,Available
CP03382,BK113,copy22,L1,L1R19,L1R19S5,Available
CP03383,BK113,copy23,L1,L1R19,L1R19S5,Available
CP03384,BK113,copy24,L1,L1R19,L1R19S5,Available
CP03385,BK113,copy25,L1,L1R19,L1R19S5,Available
CP03386,BK113,copy26,L1,L1R19,L1R19S5,Available
CP03387,BK113,copy27,L1,L1R19,L1R19S5,Available
CP03388,BK113,copy28,L1,L1R19,L1R19S5,Available
CP03389,BK113,copy29,L1,L1R19,L1R19S5,Available
CP03390,BK113,copy30,L1,L1R19,L1R19S5,Available
CP03391,BK114,copy1,L1,L1R19,L1R19S6,Available
CP03392,BK114,copy2,L1,L1R19,L1R19S6,Available
CP03393,BK114,copy3,L1,L1R19,L1R19S6,Available
CP03394,BK114,copy4,L1,L1R19,L1R19S6,Available
CP03395,BK114,copy5,L1,L1R19,L1R19S6,Available
CP03396,BK114,copy6,L1,L1R19,L1R19S6,Available
CP03397,BK114,copy7,L1,L1R19,L1R19S6,Available
CP03398,BK114,copy8,L1,L1R19,L1R19S6,Available
CP03399,BK114,copy9,L1,L1R19,L1R19S6,Available
CP03400,BK114,copy10,L1,L1R19,L1R19S6,Available
CP03401,BK114,copy11,L1,L1R19,L1R19S6,Available
CP03402,BK114,copy12,L1,L1R19,L1R19S6,Available
CP03403,BK114,copy13,L1,L1R19,L1R19S6,Available
CP03404,BK114,copy14,L1,L1R19,L1R19S6,Available
CP03405,BK114,copy15,L1,L1R19,L1R19S6,Available
CP03406,BK114,copy16,L1,L1R19,L1R19S6,Available
CP03407,BK114,copy17,L1,L1R19,L1R19S6,Available
CP03408,BK114,copy18,L1,L1R19,L1R19S6,Available
CP03409,BK114,copy19,L1,L1R19,L1R19S6,Available
CP03410,BK114,copy20,L1,L1R19,L1R19S6,Available
CP03411,BK114,copy21,L1,L1R19,L1R19S6,Available
CP03412,BK114,copy22,L1,L1R19,L1R19S6,Available
CP03413,BK114,copy23,L1,L1R19,L1R19S6,Available
CP03414,BK114,copy24,L1,L1R19,L1R19S6,Available
CP03415,BK114,copy25,L1,L1R19,L1R19S6,Available
CP03416,BK114,copy26,L1,L1R19,L1R19S6,Available
CP03417,BK114,copy27,L1,L1R19,L1R19S6,Available
CP03418,BK114,copy28,L1,L1R19,L1R19S6,Available
CP03419,BK114,copy29,L1,L1R19,L1R19S6,Available
CP03420,BK114,copy30,L1,L1R19,L1R19S6,Available
CP03421,BK115,copy1,L1,L1R20,L1R20S1,Available
CP03422,BK115,copy2,L1,L1R20,L1R20S1,Available
CP03423,BK115,copy3,L1,L1R20,L1R20S1,Available
CP03424,BK115,copy4,L1,L1R20,L1R20S1,Available
CP03425,BK115,copy5,L1,L1R20,L1R20S1,Available
CP03426,BK115,copy6,L1,L1R20,L1R20S1,Available
CP03427,BK115,copy7,L1,L1R20,L1R20S1,Available
CP03428,BK115,copy8,L1,L1R20,L1R20S1,Available
CP03429,BK115,copy9,L1,L1R20,L1R20S1,Available
CP03430,BK115,copy10,L1,L1R20,L1R20S1,Available
CP03431,BK115,copy11,L1,L1R20,L1R20S1,Available
CP03432,BK115,copy12,L1,L1R20,L1R20S1,Available
CP03433,BK115,copy13,L1,L1R20,L1R20S1,Available
CP03434,BK115,copy14,L1,L1R20,L1R20S1,Available
CP03435,BK115,copy15,L1,L1R20,L1R20S1,Available
CP03436,BK115,copy16,L1,L1R20,L1R20S1,Available
CP03437,BK115,copy17,L1,L1R20,L1R20S1,Available
CP03438,BK115,copy18,L1,L1R20,L1R20S1,Available
CP03439,BK115,copy19,L1,L1R20,L1R20S1,Available
CP03440,BK115,copy20,L1,L1R20,L1R20S1,Available
CP03441,BK115,copy21,L1,L1R20,L1R20S1,Available
CP03442,BK115,copy22,L1,L1R20,L1R20S1,Available
CP03443,BK115,copy23,L1,L1R20,L1R20S1,Available
CP03444,BK115,copy24,L1,L1R20,L1R20S1,Available
CP03445,BK115,copy25,L1,L1R20,L1R20S1,Available
CP03446,BK115,copy26,L1,L1R20,L1R20S1,Available
CP03447,BK115,copy27,L1,L1R20,L1R20S1,Available
CP03448,BK115,copy28,L1,L1R20,L1R20S1,Available
CP03449,BK115,copy29,L1,L1R20,L1R20S1,Available
CP03450,BK115,copy30,L1,L1R20,L1R20S1,Available
CP03451,BK116,copy1,L1,L1R20,L1R20S2,Available
CP03452,BK116,copy2,L1,L1R20,L1R20S2,Available
CP03453,BK116,copy3,L1,L1R20,L1R20S2,Available
CP03454,BK116,copy4,L1,L1R20,L1R20S2,Available
CP03455,BK116,copy5,L1,L1R20,L1R20S2,Available
CP03456,BK116,copy6,L1,L1R20,L1R20S2,Available
CP03457,BK116,copy7,L1,L1R20,L1R20S2,Available
CP03458,BK116,copy8,L1,L1R20,L1R20S2,Available
CP03459,BK116,copy9,L1,L1R20,L1R20S2,Available
CP03460,BK116,copy10,L1,L1R20,L1R20S2,Available
CP03461,BK116,copy11,L1,L1R20,L1R20S2,Available
CP03462,BK116,copy12,L1,L1R20,L1R20S2,Available
CP03463,BK116,copy13,L1,L1R20,L1R20S2,Available
CP03464,BK116,copy14,L1,L1R20,L1R20S2,Available
CP03465,BK116,copy15,L1,L1R20,L1R20S2,Available
CP03466,BK116,copy16,L1,L1R20,L1R20S2,Available
CP03467,BK116,copy17,L1,L1R20,L1R20S2,Available
CP03468,BK116,copy18,L1,L1R20,L1R20S2,Available
CP03469,BK116,copy19,L1,L1R20,L1R20S2,Available
CP03470,BK116,copy20,L1,L1R20,L1R20S2,Available
CP03471,BK116,copy21,L1,L1R20,L1R20S2,Available
CP03472,BK116,copy22,L1,L1R20,L1R20S2,Available
CP03473,BK116,copy23,L1,L1R20,L1R20S2,Available
CP03474,BK116,copy24,L1,L1R20,L1R20S2,Available
CP03475,BK116,copy25,L1,L1R20,L1R20S2,Available
CP03476,BK116,copy26,L1,L1R20,L1R20S2,Available
CP03477,BK116,copy27,L1,L1R20,L1R20S2,Available
CP03478,BK116,copy28,L1,L1R20,L1R20S2,Available
CP03479,BK116,copy29,L1,L1R20,L1R20S2,Available
CP03480,BK116,copy30,L1,L1R20,L1R20S2,Available
CP03481,BK117,copy1,L1,L1R20,L1R20S3,Available
CP03482,BK117,copy2,L1,L1R20,L1R20S3,Available
CP03483,BK117,copy3,L1,L1R20,L1R20S3,Available
CP03484,BK117,copy4,L1,L1R20,L1R20S3,Available
CP03485,BK117,copy5,L1,L1R20,L1R20S3,Available
CP03486,BK117,copy6,L1,L1R20,L1R20S3,Available
CP03487,BK117,copy7,L1,L1R20,L1R20S3,Available
CP03488,BK117,copy8,L1,L1R20,L1R20S3,Available
CP03489,BK117,copy9,L1,L1R20,L1R20S3,Available
CP03490,BK117,copy10,L1,L1R20,L1R20S3,Available
CP03491,BK117,copy11,L1,L1R20,L1R20S3,Available
CP03492,BK117,copy12,L1,L1R20,L1R20S3,Available
CP03493,BK117,copy13,L1,L1R20,L1R20S3,Available
CP03494,BK117,copy14,L1,L1R20,L1R20S3,Available
CP03495,BK117,copy15,L1,L1R20,L1R20S3,Available
CP03496,BK117,copy16,L1,L1R20,L1R20S3,Available
CP03497,BK117,copy17,L1,L1R20,L1R20S3,Available
CP03498,BK117,copy18,L1,L1R20,L1R20S3,Available
CP03499,BK117,copy19,L1,L1R20,L1R20S3,Available
CP03500,BK117,copy20,L1,L1R20,L1R20S3,Available
CP03501,BK117,copy21,L1,L1R20,L1R20S3,Available
CP03502,BK117,copy22,L1,L1R20,L1R20S3,Available
CP03503,BK117,copy23,L1,L1R20,L1R20S3,Available
CP03504,BK117,copy24,L1,L1R20,L1R20S3,Available
CP03505,BK117,copy25,L1,L1R20,L1R20S3,Available
CP03506,BK117,copy26,L1,L1R20,L1R20S3,Available
CP03507,BK117,copy27,L1,L1R20,L1R20S3,Available
CP03508,BK117,copy28,L1,L1R20,L1R20S3,Available
CP03509,BK117,copy29,L1,L1R20,L1R20S3,Available
CP03510,BK117,copy30,L1,L1R20,L1R20S3,Available
CP03511,BK118,copy1,L1,L1R20,L1R20S4,Available
CP03512,BK118,copy2,L1,L1R20,L1R20S4,Available
CP03513,BK118,copy3,L1,L1R20,L1R20S4,Available
CP03514,BK118,copy4,L1,L1R20,L1R20S4,Available
CP03515,BK118,copy5,L1,L1R20,L1R20S4,Available
CP03516,BK118,copy6,L1,L1R20,L1R20S4,Available
CP03517,BK118,copy7,L1,L1R20,L1R20S4,Available
CP03518,BK118,copy8,L1,L1R20,L1R20S4,Available
CP03519,BK118,copy9,L1,L1R20,L1R20S4,Available
CP03520,BK118,copy10,L1,L1R20,L1R20S4,Available
CP03521,BK118,copy11,L1,L1R20,L1R20S4,Available
CP03522,BK118,copy12,L1,L1R20,L1R20S4,Available
CP03523,BK118,copy13,L1,L1R20,L1R20S4,Available
CP03524,BK118,copy14,L1,L1R20,L1R20S4,Available
CP03525,BK118,copy15,L1,L1R20,L1R20S4,Available
CP03526,BK118,copy16,L1,L1R20,L1R20S4,Available
CP03527,BK118,copy17,L1,L1R20,L1R20S4,Available
CP03528,BK118,copy18,L1,L1R20,L1R20S4,Available
CP03529,BK118,copy19,L1,L1R20,L1R20S4,Available
CP03530,BK118,copy20,L1,L1R20,L1R20S4,Available
CP03531,BK118,copy21,L1,L1R20,L1R20S4,Available
CP03532,BK118,copy22,L1,L1R20,L1R20S4,Available
CP03533,BK118,copy23,L1,L1R20,L1R20S4,Available
CP03534,BK118,copy24,L1,L1R20,L1R20S4,Available
CP03535,BK118,copy25,L1,L1R20,L1R20S4,Available
CP03536,BK118,copy26,L1,L1R20,L1R20S4,Available
CP03537,BK118,copy27,L1,L1R20,L1R20S4,Available
CP03538,BK118,copy28,L1,L1R20,L1R20S4,Available
CP03539,BK118,copy29,L1,L1R20,L1R20S4,Available
CP03540,BK118,copy30,L1,L1R20,L1R20S4,Available
CP03541,BK119,copy1,L1,L1R20,L1R20S5,Available
CP03542,BK119,copy2,L1,L1R20,L1R20S5,Available
CP03543,BK119,copy3,L1,L1R20,L1R20S5,Available
CP03544,BK119,copy4,L1,L1R20,L1R20S5,Available
CP03545,BK119,copy5,L1,L1R20,L1R20S5,Available
CP03546,BK119,copy6,L1,L1R20,L1R20S5,Available
CP03547,BK119,copy7,L1,L1R20,L1R20S5,Available
CP03548,BK119,copy8,L1,L1R20,L1R20S5,Available
CP03549,BK119,copy9,L1,L1R20,L1R20S5,Available
CP03550,BK119,copy10,L1,L1R20,L1R20S5,Available
CP03551,BK119,copy11,L1,L1R20,L1R20S5,Available
CP03552,BK119,copy12,L1,L1R20,L1R20S5,Available
CP03553,BK119,copy13,L1,L1R20,L1R20S5,Available
CP03554,BK119,copy14,L1,L1R20,L1R20S5,Available
CP03555,BK119,copy15,L1,L1R20,L1R20S5,Available
CP03556,BK119,copy16,L1,L1R20,L1R20S5,Available
CP03557,BK119,copy17,L1,L1R20,L1R20S5,Available
CP03558,BK119,copy18,L1,L1R20,L1R20S5,Available
CP03559,BK119,copy19,L1,L1R20,L1R20S5,Available
CP03560,BK119,copy20,L1,L1R20,L1R20S5,Available
CP03561,BK119,copy21,L1,L1R20,L1R20S5,Available
CP03562,BK119,copy22,L1,L1R20,L1R20S5,Available
CP03563,BK119,copy23,L1,L1R20,L1R20S5,Available
CP03564,BK119,copy24,L1,L1R20,L1R20S5,Available
CP03565,BK119,copy25,L1,L1R20,L1R20S5,Available
CP03566,BK119,copy26,L1,L1R20,L1R20S5,Available
CP03567,BK119,copy27,L1,L1R20,L1R20S5,Available
CP03568,BK119,copy28,L1,L1R20,L1R20S5,Available
CP03569,BK119,copy29,L1,L1R20,L1R20S5,Available
CP03570,BK119,copy30,L1,L1R20,L1R20S5,Available
CP03571,BK120,copy1,L1,L1R20,L1R20S6,Available
CP03572,BK120,copy2,L1,L1R20,L1R20S6,Available
CP03573,BK120,copy3,L1,L1R20,L1R20S6,Available
CP03574,BK120,copy4,L1,L1R20,L1R20S6,Available
CP03575,BK120,copy5,L1,L1R20,L1R20S6,Available
CP03576,BK120,copy6,L1,L1R20,L1R20S6,Available
CP03577,BK120,copy7,L1,L1R20,L1R20S6,Available
CP03578,BK120,copy8,L1,L1R20,L1R20S6,Available
CP03579,BK120,copy9,L1,L1R20,L1R20S6,Available
CP03580,BK120,copy10,L1,L1R20,L1R20S6,Available
CP03581,BK120,copy11,L1,L1R20,L1R20S6,Available
CP03582,BK120,copy12,L1,L1R20,L1R20S6,Available
CP03583,BK120,copy13,L1,L1R20,L1R20S6,Available
CP03584,BK120,copy14,L1,L1R20,L1R20S6,Available
CP03585,BK120,copy15,L1,L1R20,L1R20S6,Available
CP03586,BK120,copy16,L1,L1R20,L1R20S6,Available
CP03587,BK120,copy17,L1,L1R20,L1R20S6,Available
CP03588,BK120,copy18,L1,L1R20,L1R20S6,Available
CP03589,BK120,copy19,L1,L1R20,L1R20S6,Available
CP03590,BK120,copy20,L1,L1R20,L1R20S6,Available
CP03591,BK120,copy21,L1,L1R20,L1R20S6,Available
CP03592,BK120,copy22,L1,L1R20,L1R20S6,Available
CP03593,BK120,copy23,L1,L1R20,L1R20S6,Available
CP03594,BK120,copy24,L1,L1R20,L1R20S6,Available
CP03595,BK120,copy25,L1,L1R20,L1R20S6,Available
CP03596,BK120,copy26,L1,L1R20,L1R20S6,Available
CP03597,BK120,copy27,L1,L1R20,L1R20S6,Available
CP03598,BK120,copy28,L1,L1R20,L1R20S6,Available
CP03599,BK120,copy29,L1,L1R20,L1R20S6,Available
CP03600,BK120,copy30,L1,L1R20,L1R20S6,Available
CP03601,BK121,copy1,L1,L1R21,L1R21S1,Available
CP03602,BK121,copy2,L1,L1R21,L1R21S1,Available
CP03603,BK121,copy3,L1,L1R21,L1R21S1,Available
CP03604,BK121,copy4,L1,L1R21,L1R21S1,Available
CP03605,BK121,copy5,L1,L1R21,L1R21S1,Available
CP03606,BK121,copy6,L1,L1R21,L1R21S1,Available
CP03607,BK121,copy7,L1,L1R21,L1R21S1,Available
CP03608,BK121,copy8,L1,L1R21,L1R21S1,Available
CP03609,BK121,copy9,L1,L1R21,L1R21S1,Available
CP03610,BK121,copy10,L1,L1R21,L1R21S1,Available
CP03611,BK121,copy11,L1,L1R21,L1R21S1,Available
CP03612,BK121,copy12,L1,L1R21,L1R21S1,Available
CP03613,BK121,copy13,L1,L1R21,L1R21S1,Available
CP03614,BK121,copy14,L1,L1R21,L1R21S1,Available
CP03615,BK121,copy15,L1,L1R21,L1R21S1,Available
CP03616,BK121,copy16,L1,L1R21,L1R21S1,Available
CP03617,BK121,copy17,L1,L1R21,L1R21S1,Available
CP03618,BK121,copy18,L1,L1R21,L1R21S1,Available
CP03619,BK121,copy19,L1,L1R21,L1R21S1,Available
CP03620,BK121,copy20,L1,L1R21,L1R21S1,Available
CP03621,BK121,copy21,L1,L1R21,L1R21S1,Available
CP03622,BK121,copy22,L1,L1R21,L1R21S1,Available
CP03623,BK121,copy23,L1,L1R21,L1R21S1,Available
CP03624,BK121,copy24,L1,L1R21,L1R21S1,Available
CP03625,BK121,copy25,L1,L1R21,L1R21S1,Available
CP03626,BK121,copy26,L1,L1R21,L1R21S1,Available
CP03627,BK121,copy27,L1,L1R21,L1R21S1,Available
CP03628,BK121,copy28,L1,L1R21,L1R21S1,Available
CP03629,BK121,copy29,L1,L1R21,L1R21S1,Available
CP03630,BK121,copy30,L1,L1R21,L1R21S1,Available
CP03631,BK122,copy1,L1,L1R21,L1R21S2,Available
CP03632,BK122,copy2,L1,L1R21,L1R21S2,Available
CP03633,BK122,copy3,L1,L1R21,L1R21S2,Available
CP03634,BK122,copy4,L1,L1R21,L1R21S2,Available
CP03635,BK122,copy5,L1,L1R21,L1R21S2,Available
CP03636,BK122,copy6,L1,L1R21,L1R21S2,Available
CP03637,BK122,copy7,L1,L1R21,L1R21S2,Available
CP03638,BK122,copy8,L1,L1R21,L1R21S2,Available
CP03639,BK122,copy9,L1,L1R21,L1R21S2,Available
CP03640,BK122,copy10,L1,L1R21,L1R21S2,Available
CP03641,BK122,copy11,L1,L1R21,L1R21S2,Available
CP03642,BK122,copy12,L1,L1R21,L1R21S2,Available
CP03643,BK122,copy13,L1,L1R21,L1R21S2,Available
CP03644,BK122,copy14,L1,L1R21,L1R21S2,Available
CP03645,BK122,copy15,L1,L1R21,L1R21S2,Available
CP03646,BK122,copy16,L1,L1R21,L1R21S2,Available
CP03647,BK122,copy17,L1,L1R21,L1R21S2,Available
CP03648,BK122,copy18,L1,L1R21,L1R21S2,Available
CP03649,BK122,copy19,L1,L1R21,L1R21S2,Available
CP03650,BK122,copy20,L1,L1R21,L1R21S2,Available
CP03651,BK122,copy21,L1,L1R21,L1R21S2,Available
CP03652,BK122,copy22,L1,L1R21,L1R21S2,Available
CP03653,BK122,copy23,L1,L1R21,L1R21S2,Available
CP03654,BK122,copy24,L1,L1R21,L1R21S2,Available
CP03655,BK122,copy25,L1,L1R21,L1R21S2,Available
CP03656,BK122,copy26,L1,L1R21,L1R21S2,Available
CP03657,BK122,copy27,L1,L1R21,L1R21S2,Available
CP03658,BK122,copy28,L1,L1R21,L1R21S2,Available
CP03659,BK122,copy29,L1,L1R21,L1R21S2,Available
CP03660,BK122,copy30,L1,L1R21,L1R21S2,Available
CP03661,BK123,copy1,L1,L1R21,L1R21S3,Available
CP03662,BK123,copy2,L1,L1R21,L1R21S3,Available
CP03663,BK123,copy3,L1,L1R21,L1R21S3,Available
CP03664,BK123,copy4,L1,L1R21,L1R21S3,Available
CP03665,BK123,copy5,L1,L1R21,L1R21S3,Available
CP03666,BK123,copy6,L1,L1R21,L1R21S3,Available
CP03667,BK123,copy7,L1,L1R21,L1R21S3,Available
CP03668,BK123,copy8,L1,L1R21,L1R21S3,Available
CP03669,BK123,copy9,L1,L1R21,L1R21S3,Available
CP03670,BK123,copy10,L1,L1R21,L1R21S3,Available
CP03671,BK123,copy11,L1,L1R21,L1R21S3,Available
CP03672,BK123,copy12,L1,L1R21,L1R21S3,Available
CP03673,BK123,copy13,L1,L1R21,L1R21S3,Available
CP03674,BK123,copy14,L1,L1R21,L1R21S3,Available
CP03675,BK123,copy15,L1,L1R21,L1R21S3,Available
CP03676,BK123,copy16,L1,L1R21,L1R21S3,Available
CP03677,BK123,copy17,L1,L1R21,L1R21S3,Available
CP03678,BK123,copy18,L1,L1R21,L1R21S3,Available
CP03679,BK123,copy19,L1,L1R21,L1R21S3,Available
CP03680,BK123,copy20,L1,L1R21,L1R21S3,Available
CP03681,BK123,copy21,L1,L1R21,L1R21S3,Available
CP03682,BK123,copy22,L1,L1R21,L1R21S3,Available
CP03683,BK123,copy23,L1,L1R21,L1R21S3,Available
CP03684,BK123,copy24,L1,L1R21,L1R21S3,Available
CP03685,BK123,copy25,L1,L1R21,L1R21S3,Available
CP03686,BK123,copy26,L1,L1R21,L1R21S3,Available
CP03687,BK123,copy27,L1,L1R21,L1R21S3,Available
CP03688,BK123,copy28,L1,L1R21,L1R21S3,Available
CP03689,BK123,copy29,L1,L1R21,L1R21S3,Available
CP03690,BK123,copy30,L1,L1R21,L1R21S3,Available
CP03691,BK124,copy1,L1,L1R21,L1R21S4,Available
CP03692,BK124,copy2,L1,L1R21,L1R21S4,Available
CP03693,BK124,copy3,L1,L1R21,L1R21S4,Available
CP03694,BK124,copy4,L1,L1R21,L1R21S4,Available
CP03695,BK124,copy5,L1,L1R21,L1R21S4,Available
CP03696,BK124,copy6,L1,L1R21,L1R21S4,Available
CP03697,BK124,copy7,L1,L1R21,L1R21S4,Available
CP03698,BK124,copy8,L1,L1R21,L1R21S4,Available
CP03699,BK124,copy9,L1,L1R21,L1R21S4,Available
CP03700,BK124,copy10,L1,L1R21,L1R21S4,Available
CP03701,BK124,copy11,L1,L1R21,L1R21S4,Available
CP03702,BK124,copy12,L1,L1R21,L1R21S4,Available
CP03703,BK124,copy13,L1,L1R21,L1R21S4,Available
CP03704,BK124,copy14,L1,L1R21,L1R21S4,Available
